,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type,Green Zone
0,"(41.37648599264198, 2.1661599911320764)","(41.3784470251624, 2.163580695490226)",41.9,306.6,7.3174224343675425,10.651000022888184,11.873000144958494,0.0039856494522841,0.3985649452284124,0.0039856283479379,1,0,0,0
1,"(41.3784470251624, 2.163580695490226)","(41.380647042925844, 2.1614547399054937)",39.6,356.0,8.98989898989899,11.873000144958494,15.447999954223633,0.0100421342956885,1.0042134295688585,0.0100417967515711,1,0,0,0
2,"(41.380647042925844, 2.1614547399054937)","(41.38304363381482, 2.1637752622734223)",31.6,339.7,10.75,15.447999954223633,17.476999282836914,0.0059729153035421,0.5972915303542189,0.0059728442757167,1,0,0,0
3,"(41.38304363381482, 2.1637752622734223)","(41.38562891981612, 2.16449256095366)",43.6,308.5,7.075688073394495,17.476999282836914,20.38999938964844,0.0094424638794538,0.9442463879453884,0.0094421832640484,1,0,0,0
4,"(41.38562891981612, 2.16449256095366)","(41.38772685497326, 2.1705469249195475)",139.9,782.8,5.59542530378842,20.38999938964844,18.628000259399418,-0.002250893114779,-0.2250893114779028,-0.0022508893133923,1,0,0,1
5,"(41.38772685497326, 2.1705469249195475)","(41.390143208467066, 2.169376984503604)",75.6,369.6,4.888888888888889,18.628000259399418,22.285999298095703,0.0098971835462561,0.9897183546256192,0.0098968604082097,1,0,0,1
6,"(41.390143208467066, 2.169376984503604)","(41.39187016602525, 2.171675464781671)",40.9,271.4,6.635696821515893,22.285999298095703,20.750999450683594,-0.0056558579491971,-0.5655857949197162,-0.0056557976424519,1,0,0,1
7,"(41.39187016602525, 2.171675464781671)","(41.39405792044864, 2.174597312543313)",47.8,347.0,7.259414225941423,20.750999450683594,18.43199920654297,-0.0066829978217309,-0.6682997821730907,-0.0066828983313562,1,0,0,1
8,"(41.39405792044864, 2.174597312543313)","(41.395401112985546, 2.1756390186771535)",51.7,256.1,4.953578336557059,18.43199920654297,19.19099998474121,0.0029636890987826,0.2963689098782671,0.002963680421687,1,0,0,1
9,"(41.395401112985546, 2.1756390186771535)","(41.395868, 2.174322)",144.8,742.4,5.127071823204419,19.19099998474121,21.82200050354004,0.0035439123367441,0.3543912336744111,0.0035438975004858,1,0,0,0
10,"(41.395868, 2.174322)","(41.397386323366476, 2.17239072613645)",39.6,233.9,5.906565656565657,21.82200050354004,25.638999938964844,0.0163189373040821,1.6318937304082106,0.0163174889158717,0,0,0,0
11,"(41.397386323366476, 2.17239072613645)","(41.39887304932722, 2.171627740393997)",30.8,242.2,7.863636363636362,25.638999938964844,28.614999771118164,0.0122873651203687,1.2287365120368787,0.0122867467969482,1,0,0,0
12,"(41.39887304932722, 2.171627740393997)","(41.400688371844836, 2.1740578333392984)",37.9,286.3,7.554089709762533,28.614999771118164,27.92499923706055,-0.0024100612436521,-0.2410061243652173,-0.0024100565774723,1,0,0,0
13,"(41.400688371844836, 2.1740578333392984)","(41.40320779542744, 2.1774174152916523)",38.9,396.2,10.18508997429306,27.92499923706055,24.40699958801269,-0.0088793529758905,-0.8879352975890589,-0.0088791196289221,1,0,0,0
14,"(41.40320779542744, 2.1774174152916523)","(41.40468793175022, 2.179402818280248)",23.3,233.7,10.030042918454935,24.40699958801269,24.209999084472656,-0.0008429632158324,-0.084296321583243,-0.0008429630161662,1,0,0,0
15,"(41.40468793175022, 2.179402818280248)","(41.406488407057125, 2.18180444703651)",25.5,283.3,11.109803921568629,24.209999084472656,22.05500030517578,-0.0076067729590429,-0.7606772959042976,-0.0076066262472482,1,0,0,0
16,"(41.406488407057125, 2.18180444703651)","(41.408977537348235, 2.1819044929588944)",44.9,385.3,8.581291759465481,22.05500030517578,26.131999969482425,0.0105813642987454,1.05813642987455,0.0105809694101683,1,0,0,0
17,"(41.408977537348235, 2.1819044929588944)","(41.410808806938846, 2.179503223674564)",41.1,285.6,6.948905109489052,26.131999969482425,35.78200149536133,0.0337885207488757,3.378852074887572,0.0337756711689062,1,0,0,0
18,"(41.410808806938846, 2.179503223674564)","(41.41260736864383, 2.1784752452910014)",41.7,289.4,6.940047961630694,35.78200149536133,45.47900009155274,0.0335072515417809,3.3507251541780954,0.03349472005096,1,0,0,0
19,"(41.41260736864383, 2.1784752452910014)","(41.4151553983794, 2.180783933621732)",52.2,361.0,6.915708812260536,45.47900009155274,44.86650085449219,-0.0016966737868713,-0.1696673786871321,-0.0016966721588014,1,0,0,0
20,"(41.4151553983794, 2.180783933621732)","(41.419026587653356, 2.180738126907131)",55.2,436.9,7.914855072463768,44.86650085449219,44.25400161743164,-0.0014019208905025,-0.140192089050251,-0.0014019199720668,1,0,0,0
21,"(41.419026587653356, 2.180738126907131)","(41.421798698580474, 2.179568171185765)",48.0,337.0,7.020833333333332,44.25400161743164,48.4020004272461,0.0123086018095384,1.2308601809538438,0.0123079802747575,1,0,0,0
22,"(41.421798698580474, 2.179568171185765)","(41.42475535994532, 2.1774177154060346)",40.3,388.9,9.65012406947891,48.4020004272461,55.47700119018555,0.0181923393235779,1.819233932357792,0.0181903327358123,1,0,0,0
23,"(41.42475535994532, 2.1774177154060346)","(41.42664961109541, 2.1772807467569164)",25.3,213.3,8.430830039525691,55.47700119018555,49.10400009155274,-0.0298781111047014,-2.9878111104701417,-0.0298692251186383,1,0,0,0
24,"(41.42664961109541, 2.1772807467569164)","(41.42931321858673, 2.1774158980359903)",45.3,296.9,6.554083885209713,49.10400009155274,48.68000030517578,-0.001428089546571,-0.1428089546571078,-0.001428088575738,1,0,0,0
25,"(41.42931321858673, 2.1774158980359903)","(41.43084095814817, 2.174619582719488)",67.5,389.8,5.774814814814816,48.68000030517578,54.665000915527344,0.0153540292723231,1.5354029272323146,0.0153528228915302,1,0,0,0
26,"(41.43084095814817, 2.174619582719488)","(41.4334896602605, 2.173157827290185)",43.3,318.9,7.364896073903003,54.665000915527344,57.22800064086914,0.0080370013337779,0.8037001333777978,0.0080368282947625,1,0,0,0
27,"(41.4334896602605, 2.173157827290185)","(41.435217155424155, 2.1722266981454528)",32.8,207.1,6.314024390243902,57.22800064086914,63.91799926757813,0.0323032285210477,3.230322852104773,0.0322919994264491,1,0,0,0
28,"(41.435217155424155, 2.1722266981454528)","(41.43694121124807, 2.173483649158115)",48.3,234.1,4.846790890269151,63.91799926757813,68.17900085449219,0.0182016300167196,1.8201630016719617,0.0181996203535427,1,0,0,0
29,"(41.43694121124807, 2.173483649158115)","(41.438159, 2.174547)",35.1,168.1,4.7891737891737876,68.17900085449219,67.69300079345703,-0.0028911365915238,-0.2891136591523833,-0.0028911285362112,1,0,0,0
30,"(41.438159, 2.174547)","(41.4392834376651, 2.17552518286009)",36.8,172.5,4.6875,67.69300079345703,67.04000091552734,-0.0037855065387228,-0.3785506538722826,-0.0037854884566999,0,0,0,0
31,"(41.4392834376651, 2.17552518286009)","(41.44159450766132, 2.1775847587397834)",44.5,309.2,6.948314606741572,67.04000091552734,73.01100158691406,0.01931112765649,1.931112765649004,0.0193087276937987,1,0,0,0
32,"(41.44159450766132, 2.1775847587397834)","(41.442484, 2.17823)",16.2,112.7,6.95679012345679,73.01100158691406,74.25299835205078,0.0110203794599531,1.1020379459953138,0.0110199333553073,1,0,0,0
33,"(41.442484, 2.17823)","(41.44351090180277, 2.178735637688423)",17.5,121.7,6.954285714285715,74.25299835205078,75.16300201416016,0.0074774335423942,0.7477433542394207,0.0074772941876168,0,0,0,0
34,"(41.44351090180277, 2.178735637688423)","(41.445408766990205, 2.179556223445859)",32.0,222.0,6.9375,75.16300201416016,78.68599700927734,0.0158693468248521,1.5869346824852195,0.0158680148676063,1,0,0,0
35,"(41.445408766990205, 2.179556223445859)","(41.446396, 2.179909)",24.1,113.9,4.7261410788381735,78.68599700927734,81.60700225830078,0.0256453489817685,2.5645348981768548,0.0256397290213761,1,0,0,0
36,"(41.446396, 2.179909)","(41.446571, 2.180049)",120.2,551.5,4.588186356073211,81.60700225830078,81.822998046875,0.0003916514752025,0.0391651475202572,0.0003916514551773,0,0,0,0
37,"(41.446571, 2.180049)","(41.44744870922103, 2.1807603749707747)",27.5,114.4,4.16,81.822998046875,80.7030029296875,-0.0097901671082823,-0.9790167108282342,-0.009789854339006,0,0,0,0
38,"(41.44744870922103, 2.1807603749707747)","(41.44839629710887, 2.1817631050431494)",32.9,137.2,4.170212765957447,80.7030029296875,79.6500015258789,-0.0076749373455436,-0.7674937345543688,-0.0076747866543362,1,0,0,0
39,"(41.44839629710887, 2.1817631050431494)","(41.44816170715165, 2.1832512594816276)",35.7,148.6,4.162464985994397,79.6500015258789,69.52700042724611,-0.0681224838400593,-6.812248384005931,-0.0680173982332809,1,0,0,0
40,"(41.44816170715165, 2.1832512594816276)","(41.447866861624355, 2.1852628125269997)",45.4,189.3,4.169603524229076,69.52700042724611,53.93000030517578,-0.082393027586214,-8.2393027586214,-0.0822073386059355,1,0,0,0
41,"(41.447866861624355, 2.1852628125269997)","(41.449414410590215, 2.186128897467607)",48.7,202.7,4.162217659137577,53.93000030517578,56.90299987792969,0.0146669934521653,1.46669934521653,0.0146659418632753,1,0,0,0
42,"(41.449414410590215, 2.186128897467607)","(41.451127928565676, 2.187398657804103)",52.7,219.7,4.168880455407969,56.90299987792969,59.08100128173828,0.0099135248238898,0.9913524823889822,0.0099132000826588,1,0,0,0
43,"(41.451127928565676, 2.187398657804103)","(41.45297768557786, 2.1867004950236)",63.1,263.0,4.167987321711569,59.08100128173828,67.03099822998047,0.0302281252784874,3.0228125278487403,0.0302189234448662,1,0,0,0
44,"(41.45297768557786, 2.1867004950236)","(41.454293, 2.18748)",41.1,171.4,4.170316301703163,67.03099822998047,57.665000915527344,-0.0546440916829237,-5.464409168292372,-0.0545898002550096,1,0,0,0
45,"(41.454293, 2.18748)","(41.458429862322866, 2.184010981053819)",143.9,599.8,4.1681723419041,57.665000915527344,52.01100158691406,-0.0094264743724796,-0.942647437247963,-0.0094261951801611,0,0,0,0
46,"(41.458429862322866, 2.184010981053819)","(41.460268, 2.181452)",71.1,296.2,4.165963431786217,52.01100158691406,44.849998474121094,-0.0241762427845812,-2.417624278458126,-0.0241715341726098,1,0,0,0
47,"(41.460268, 2.181452)","(41.461285273005714, 2.180416756933321)",35.1,146.4,4.170940170940171,44.849998474121094,43.55899810791016,-0.0088183085123697,-0.8818308512369791,-0.0088180799449377,0,0,0,0
48,"(41.461285273005714, 2.180416756933321)","(41.46157177086797, 2.1784942491157655)",47.1,196.1,4.16348195329087,43.55899810791016,41.18199920654297,-0.0121213610472574,-1.212136104725746,-0.0121207674462576,1,0,0,0
49,"(41.46157177086797, 2.1784942491157655)","(41.460281359849034, 2.1766824625122934)",50.8,211.5,4.163385826771654,41.18199920654297,54.77799987792969,0.0642836911176677,6.42836911176677,0.0641953615314659,1,0,0,0
50,"(41.460281359849034, 2.1766824625122934)","(41.45932660770174, 2.176256018219936)",33.7,140.3,4.163204747774481,54.77799987792969,60.0,0.0372202432079138,3.722024320791384,0.0372030698356904,1,1,0,0
51,"(41.45932660770174, 2.176256018219936)","(41.46048, 2.178126)",47.8,199.0,4.163179916317992,60.0,46.93399810791016,-0.0656583009652756,-6.565830096527559,-0.0655641930141911,1,0,0,0
52,"(41.46048, 2.178126)","(41.46118147191703, 2.1793948940152905)",33.1,138.1,4.172205438066465,46.93399810791016,40.89799880981445,-0.0437074532809247,-4.370745328092472,-0.0436796530851443,0,0,0,0
53,"(41.46118147191703, 2.1793948940152905)","(41.46093029605893, 2.1807076103539003)",34.2,142.6,4.169590643274853,40.89799880981445,44.64899826049805,0.0263043439739382,2.6304343973938247,0.0262982796704952,1,0,0,0
54,"(41.46093029605893, 2.1807076103539003)","(41.459451, 2.18252)",57.1,238.0,4.168126094570928,44.64899826049805,47.60200119018555,0.0124075753348214,1.2407575334821428,0.0124069386867982,1,0,0,0
55,"(41.459451, 2.18252)","(41.45836837117866, 2.1839498915805025)",40.7,169.4,4.162162162162162,47.60200119018555,51.99499893188477,0.0259326903288029,2.5932690328802943,0.0259268793903292,0,0,0,0
56,"(41.45836837117866, 2.1839498915805025)","(41.454681, 2.187731)",132.1,550.4,4.166540499621498,51.99499893188477,54.6609992980957,0.0048437506653541,0.4843750665354175,0.0048437127846564,1,0,0,0
57,"(41.454681, 2.187731)","(41.45272482936079, 2.1865295280951575)",59.7,248.9,4.169179229480737,54.6609992980957,67.94499969482422,0.0533708332532282,5.337083325322826,0.0533202450411025,0,0,0,0
58,"(41.45272482936079, 2.1865295280951575)","(41.45140601646217, 2.187922253278301)",54.4,226.7,4.167279411764706,67.94499969482422,58.75699996948242,-0.0405293327099329,-4.052933270993294,-0.0405071630329056,1,0,0,0
59,"(41.45140601646217, 2.187922253278301)","(41.450337, 2.187852)",28.6,119.4,4.174825174825175,58.75699996948242,54.4010009765625,-0.0364824036257949,-3.6482403625794984,-0.0364662309288185,1,0,0,0
60,"(41.450337, 2.187852)","(41.449237471616755, 2.187541045054818)",30.1,125.4,4.166112956810632,54.4010009765625,44.64500045776367,-0.0777990471993527,-7.77990471993527,-0.077642650231005,0,0,0,0
61,"(41.449237471616755, 2.187541045054818)","(41.448727, 2.186706)",31.4,130.8,4.165605095541402,44.64500045776367,50.88899993896485,0.047736999091752,4.773699909175209,0.0477007872311047,1,0,0,0
62,"(41.448727, 2.186706)","(41.449496023470374, 2.185429966979869)",36.0,149.9,4.163888888888889,50.88899993896485,61.65700149536133,0.0718345667538124,7.183456675381242,0.0717113875444225,0,0,0,0
63,"(41.449496023470374, 2.185429966979869)","(41.45011489077953, 2.18405685290984)",35.7,148.9,4.170868347338935,61.65700149536133,76.2959976196289,0.098314278873523,9.831427887352303,0.0979993446105393,1,0,0,0
64,"(41.45011489077953, 2.18405685290984)","(41.448922778906415, 2.182143268343419)",51.0,212.7,4.170588235294117,76.2959976196289,79.46099853515625,0.0148801171392916,1.4880117139291695,0.0148790190438102,1,0,0,0
65,"(41.448922778906415, 2.182143268343419)","(41.44738270980999, 2.180499623782765)",52.5,219.0,4.171428571428572,79.46099853515625,81.08200073242188,0.0074018365171946,0.7401836517194634,0.0074017013463786,1,0,0,0
66,"(41.44738270980999, 2.180499623782765)","(41.44605, 2.179414)",43.9,175.9,4.006833712984055,81.08200073242188,82.66000366210938,0.0089710229089681,0.8971022908968164,0.0089707822601838,1,0,0,0
67,"(41.44605, 2.179414)","(41.44499991322286, 2.178940882721541)",17.8,123.4,6.9325842696629225,82.66000366210938,78.60299682617188,-0.0328768787353119,-3.2876878735311985,-0.0328650409909752,0,0,0,0
68,"(41.44499991322286, 2.178940882721541)","(41.44251653441927, 2.177865711203276)",41.9,290.7,6.937947494033412,78.60299682617188,75.8010025024414,-0.0096387833633659,-0.9638783363365908,-0.0096384848792702,1,0,0,0
69,"(41.44251653441927, 2.177865711203276)","(41.44042067369489, 2.176252522076879)",42.7,271.9,6.36768149882904,75.8010025024414,69.66699981689453,-0.0225597744963106,-2.2559774496310685,-0.0225559484482857,1,0,0,0
70,"(41.44042067369489, 2.176252522076879)","(41.438563, 2.174493)",44.2,256.8,5.8099547511312215,69.66699981689453,68.31800079345703,-0.005253111461984,-0.5253111461984034,-0.0052530631425985,1,0,0,0
71,"(41.438563, 2.174493)","(41.43775644928861, 2.174051478141843)",24.0,109.8,4.575,68.31800079345703,68.66500091552734,0.0031602925507314,0.3160292550731444,0.0031602820297075,0,0,0,0
72,"(41.43775644928861, 2.174051478141843)","(41.43586911463085, 2.172374550610133)",51.0,252.9,4.958823529411765,68.66500091552734,66.16100311279297,-0.0099011380100212,-0.9901138010021252,-0.0099008144845014,1,0,0,0
73,"(41.43586911463085, 2.172374550610133)","(41.434848, 2.172343)",27.6,125.0,4.528985507246377,66.16100311279297,62.13199996948242,-0.0322320251464843,-3.2232025146484378,-0.0322208701117398,1,0,0,0
74,"(41.434848, 2.172343)","(41.433421404695785, 2.1730549389284635)",26.0,169.3,6.511538461538462,62.13199996948242,57.19300079345703,-0.0291730606971375,-2.9173060697137565,-0.0291647888396813,0,0,0,0
